,Age,Attrition,BusinessTravel,EducationField,EnvironmentSatisfaction,JobInvolvement,JobRole,JobSatisfaction,MaritalStatus,NumCompaniesWorked,OverTime,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsInCurrentRole,YearsWithCurrManager
263,46,No,Travel_Rarely,Technical Degree,3,1,Manager,2,Married,3,Yes,28,2,7,7,7
264,28,Yes,Travel_Rarely,Life Sciences,1,3,Laboratory Technician,3,Single,2,No,5,5,0,0,0
265,29,No,Travel_Rarely,Medical,1,2,Sales Executive,2,Married,2,No,10,2,0,0,0
266,31,No,Travel_Rarely,Medical,2,2,Healthcare Representative,4,Married,0,No,10,2,9,0,8
267,25,No,Non-Travel,Life Sciences,2,4,Healthcare Representative,1,Divorced,1,No,6,2,6,3,5
268,45,No,Travel_Rarely,Medical,3,3,Healthcare Representative,4,Married,0,Yes,21,2,20,7,10
269,36,No,Travel_Rarely,Life Sciences,4,3,Laboratory Technician,4,Married,0,No,16,4,15,13,11
270,55,No,Travel_Rarely,Medical,4,3,Manager,1,Single,0,Yes,37,2,36,10,13
271,47,Yes,Non-Travel,Life Sciences,1,3,Manager,2,Married,1,Yes,10,2,10,7,9
272,28,No,Travel_Rarely,Medical,4,3,Research Scientist,4,Married,1,No,5,3,5,2,4
273,37,No,Travel_Rarely,Medical,3,3,Sales Executive,4,Married,4,No,7,5,5,4,1
274,21,No,Travel_Rarely,Medical,4,2,Research Scientist,3,Single,1,No,3,4,3,2,0
275,37,No,Non-Travel,Medical,1,3,Research Director,4,Divorced,2,Yes,15,2,5,2,2
276,35,No,Travel_Rarely,Life Sciences,2,4,Manager,2,Divorced,7,No,10,6,7,7,2
277,38,No,Travel_Rarely,Medical,1,4,Sales Executive,1,Divorced,1,Yes,8,3,8,0,7
278,26,No,Travel_Frequently,Life Sciences,3,3,Manufacturing Director,2,Divorced,1,No,6,6,6,5,4
279,50,No,Travel_Rarely,Life Sciences,1,3,Research Director,2,Divorced,3,No,28,4,10,4,6
280,53,No,Travel_Rarely,Medical,3,3,Research Director,3,Married,3,Yes,21,5,5,3,3
281,42,No,Travel_Rarely,Life Sciences,2,3,Sales Executive,3,Married,1,No,20,3,20,16,6
282,29,No,Travel_Frequently,Life Sciences,2,3,Sales Executive,4,Single,1,No,10,3,10,7,9
283,55,No,Travel_Rarely,Technical Degree,2,3,Laboratory Technician,4,Married,3,Yes,12,4,10,7,8
284,26,No,Travel_Frequently,Medical,1,3,Healthcare Representative,1,Married,1,Yes,5,3,5,3,3
285,37,No,Travel_Rarely,Life Sciences,4,3,Research Scientist,4,Single,1,No,17,3,17,12,7
286,44,Yes,Travel_Frequently,Life Sciences,4,3,Laboratory Technician,3,Divorced,3,Yes,19,0,1,0,0
287,38,No,Travel_Rarely,Life Sciences,4,3,Healthcare Representative,4,Divorced,9,No,10,2,2,2,2
288,26,Yes,Travel_Rarely,Medical,1,3,Laboratory Technician,2,Divorced,2,Yes,5,2,3,2,2
289,28,No,Travel_Rarely,Life Sciences,4,3,Research Scientist,4,Single,1,No,5,3,5,3,2
290,49,No,Travel_Frequently,Life Sciences,3,3,Research Director,1,Single,9,Yes,22,4,3,2,2
291,36,No,Travel_Rarely,Technical Degree,3,3,Research Scientist,2,Single,4,No,10,2,8,0,7
292,31,No,Travel_Frequently,Marketing,4,3,Sales Representative,2,Divorced,1,No,2,5,2,2,2
293,26,Yes,Travel_Rarely,Marketing,4,2,Sales Executive,4,Single,1,Yes,8,0,8,7,4
294,37,No,Travel_Frequently,Medical,2,3,Research Scientist,4,Married,1,Yes,4,3,4,2,2
295,42,No,Travel_Frequently,Marketing,3,3,Sales Executive,2,Married,5,No,23,2,20,4,8
296,18,Yes,Travel_Rarely,Life Sciences,3,3,Laboratory Technician,3,Single,1,No,0,2,0,0,0
297,35,No,Travel_Rarely,Marketing,3,3,Sales Executive,2,Married,0,No,12,3,11,9,9
298,36,No,Travel_Frequently,Life Sciences,3,4,Laboratory Technician,4,Married,4,No,4,2,1,0,0
299,51,No,Travel_Rarely,Medical,4,1,Manufacturing Director,2,Divorced,5,No,13,3,4,1,2
300,41,No,Travel_Rarely,Life Sciences,4,3,Manager,2,Single,1,No,22,2,22,10,4
301,18,No,Travel_Rarely,Medical,4,2,Sales Representative,3,Single,1,No,0,2,0,0,0
302,28,No,Travel_Rarely,Medical,2,4,Healthcare Representative,1,Single,0,No,9,2,8,3,7
303,31,No,Travel_Rarely,Technical Degree,2,4,Sales Executive,4,Married,4,No,10,3,8,7,7
304,39,No,Travel_Rarely,Medical,3,4,Healthcare Representative,4,Divorced,0,No,19,5,18,10,7
305,36,No,Non-Travel,Life Sciences,2,3,Laboratory Technician,2,Married,7,No,11,3,9,8,8
306,32,No,Travel_Rarely,Life Sciences,4,2,Sales Executive,3,Married,1,No,13,3,13,8,8
307,38,No,Travel_Rarely,Life Sciences,1,2,Research Director,2,Married,3,No,19,2,10,8,1
308,58,No,Non-Travel,Life Sciences,4,1,Healthcare Representative,3,Divorced,2,Yes,12,2,5,3,2
309,31,No,Travel_Rarely,Technical Degree,3,3,Research Scientist,4,Married,0,Yes,6,4,5,2,3
310,31,No,Travel_Rarely,Human Resources,1,2,Human Resources,1,Married,3,No,9,1,2,2,0
311,45,No,Travel_Frequently,Life Sciences,1,3,Laboratory Technician,1,Divorced,1,No,24,2,24,9,11
312,31,No,Travel_Rarely,Life Sciences,3,3,Research Scientist,4,Divorced,0,Yes,3,2,2,2,2
313,33,No,Travel_Frequently,Life Sciences,4,3,Manager,2,Married,6,No,12,2,10,6,8
314,39,No,Travel_Rarely,Medical,3,3,Manager,1,Married,1,Yes,21,3,21,9,10
315,43,No,Travel_Frequently,Life Sciences,3,3,Laboratory Technician,4,Single,0,No,9,5,8,7,7
316,49,No,Travel_Rarely,Technical Degree,3,2,Healthcare Representative,3,Single,7,Yes,25,2,7,1,7
317,52,Yes,Travel_Rarely,Medical,3,2,Research Scientist,2,Married,2,No,11,3,8,2,7
318,27,No,Travel_Rarely,Life Sciences,3,3,Research Scientist,2,Single,1,Yes,4,2,4,3,2
319,32,No,Travel_Rarely,Technical Degree,3,2,Sales Executive,2,Married,1,Yes,13,2,13,12,9
320,27,No,Travel_Rarely,Life Sciences,4,3,Sales Executive,3,Single,1,Yes,5,3,5,4,4
321,31,No,Travel_Rarely,Marketing,4,3,Sales Executive,4,Divorced,4,No,13,3,7,7,7
322,32,No,Travel_Rarely,Medical,1,4,Research Scientist,4,Single,7,No,10,0,7,7,7
323,28,Yes,Travel_Rarely,Medical,1,1,Research Scientist,4,Married,5,Yes,5,4,3,2,2
324,30,No,Travel_Rarely,Medical,4,3,Research Scientist,4,Married,1,No,11,2,10,8,9
325,31,No,Travel_Frequently,Life Sciences,3,2,Manufacturing Director,3,Married,1,No,10,2,10,9,9
326,39,No,Travel_Frequently,Medical,3,2,Manager,4,Married,1,No,21,2,21,9,3
327,39,Yes,Travel_Rarely,Medical,4,3,Sales Executive,3,Married,4,Yes,12,3,1,0,0
328,33,No,Travel_Frequently,Marketing,2,2,Sales Executive,4,Single,3,No,9,6,7,7,1
329,47,No,Travel_Rarely,Life Sciences,4,3,Research Director,3,Married,4,No,21,2,3,2,1
330,43,No,Travel_Frequently,Life Sciences,3,2,Laboratory Technician,3,Divorced,1,No,9,3,9,7,0
331,27,No,Non-Travel,Marketing,3,3,Sales Executive,2,Married,0,Yes,6,0,5,4,4
332,54,No,Travel_Frequently,Life Sciences,4,3,Research Scientist,3,Single,3,No,20,4,4,3,3
333,43,No,Travel_Rarely,Life Sciences,3,3,Healthcare Representative,1,Married,8,No,10,1,1,0,0
334,45,No,Travel_Rarely,Other,4,3,Research Scientist,4,Married,9,No,12,3,10,9,8
335,40,No,Travel_Rarely,Medical,2,1,Sales Executive,4,Married,2,Yes,6,2,4,3,2
336,29,Yes,Travel_Rarely,Other,2,1,Laboratory Technician,1,Married,1,Yes,7,4,7,7,7
337,29,No,Travel_Rarely,Other,2,2,Laboratory Technician,4,Single,0,No,4,2,3,2,2
338,30,No,Travel_Rarely,Marketing,4,2,Sales Executive,3,Divorced,1,No,10,2,10,9,2
339,27,No,Travel_Rarely,Marketing,2,3,Sales Executive,2,Married,1,No,8,3,8,7,7
340,37,No,Travel_Rarely,Medical,4,3,Manufacturing Director,4,Divorced,7,No,8,2,6,2,4
341,38,No,Travel_Rarely,Life Sciences,3,2,Research Director,4,Divorced,0,Yes,12,3,11,10,9
342,31,No,Travel_Rarely,Medical,3,3,Manufacturing Director,4,Single,1,Yes,11,2,11,9,10
343,29,No,Travel_Rarely,Marketing,4,2,Sales Executive,2,Divorced,1,Yes,7,2,7,7,7
344,35,No,Travel_Rarely,Technical Degree,3,3,Manufacturing Director,2,Single,0,No,17,5,16,6,13
345,23,No,Travel_Rarely,Life Sciences,3,3,Research Scientist,4,Divorced,1,No,4,2,4,2,2
346,41,No,Travel_Rarely,Medical,4,2,Manufacturing Director,2,Single,6,Yes,8,3,5,4,2
347,47,No,Travel_Frequently,Medical,2,3,Sales Representative,3,Single,3,No,5,3,0,0,0
348,42,No,Travel_Rarely,Life Sciences,1,3,Research Director,4,Single,2,No,16,2,1,0,0
349,29,No,Non-Travel,Life Sciences,4,3,Sales Executive,3,Married,1,No,4,3,4,3,2
350,42,No,Travel_Rarely,Technical Degree,3,3,Human Resources,3,Divorced,0,Yes,4,5,3,2,0
351,32,No,Travel_Rarely,Medical,3,3,Laboratory Technician,2,Married,1,No,8,4,8,0,7
352,48,No,Travel_Rarely,Medical,1,3,Manager,3,Married,3,No,15,3,0,0,0
353,37,No,Travel_Rarely,Medical,3,4,Research Scientist,1,Divorced,4,Yes,13,2,7,7,7
354,30,No,Non-Travel,Technical Degree,4,3,Sales Executive,3,Married,7,Yes,4,2,2,2,2
355,26,No,Travel_Rarely,Life Sciences,3,3,Sales Executive,3,Married,1,No,8,3,8,7,7
356,42,No,Travel_Rarely,Other,1,2,Healthcare Representative,4,Single,3,No,14,6,1,0,0
357,21,Yes,Travel_Frequently,Technical Degree,1,2,Sales Representative,2,Single,1,Yes,3,3,3,2,2
358,36,No,Non-Travel,Medical,4,3,Sales Executive,4,Single,4,No,7,6,1,0,0
359,36,No,Travel_Frequently,Medical,1,2,Sales Executive,4,Married,4,No,16,2,13,9,12
360,57,No,Travel_Rarely,Medical,4,3,Healthcare Representative,3,Married,2,No,15,2,3,2,2
361,40,No,Travel_Rarely,Life Sciences,4,4,Laboratory Technician,3,Married,3,Yes,10,3,7,7,7
362,21,No,Non-Travel,Medical,1,3,Sales Representative,4,Single,1,No,3,3,3,2,2
363,33,Yes,Travel_Rarely,Marketing,4,3,Sales Representative,3,Single,1,Yes,1,2,1,0,0
364,37,No,Travel_Rarely,Medical,3,3,Laboratory Technician,1,Married,6,No,17,3,5,4,3
365,46,No,Non-Travel,Medical,3,3,Manufacturing Director,3,Married,2,No,7,2,1,0,0
366,41,Yes,Travel_Frequently,Marketing,1,3,Sales Executive,2,Single,1,No,8,5,8,7,7
367,50,No,Travel_Rarely,Technical Degree,4,2,Healthcare Representative,4,Single,6,No,20,2,4,3,3
368,40,Yes,Travel_Rarely,Marketing,3,2,Sales Executive,3,Married,2,Yes,8,6,6,4,0
369,31,No,Travel_Rarely,Life Sciences,3,2,Research Scientist,2,Single,0,Yes,3,5,2,2,2
370,21,Yes,Travel_Rarely,Life Sciences,3,4,Sales Representative,2,Single,1,No,1,0,1,0,0
371,29,No,Travel_Rarely,Life Sciences,4,3,Research Scientist,4,Single,9,No,6,4,3,2,2
372,35,No,Travel_Rarely,Life Sciences,3,2,Healthcare Representative,2,Single,9,No,10,5,1,1,0
373,27,No,Travel_Rarely,Medical,4,3,Laboratory Technician,2,Divorced,1,No,5,2,5,2,4
374,28,No,Travel_Rarely,Life Sciences,2,3,Sales Executive,4,Single,1,No,7,1,7,5,7
375,49,No,Travel_Rarely,Other,2,2,Healthcare Representative,3,Single,8,No,26,2,5,2,0
376,51,No,Travel_Rarely,Life Sciences,3,3,Sales Executive,4,Married,4,No,18,2,7,7,7
377,36,No,Travel_Rarely,Life Sciences,4,3,Research Scientist,3,Married,4,No,6,3,2,2,2
378,34,Yes,Non-Travel,Marketing,1,4,Sales Executive,4,Single,8,Yes,9,3,5,2,4
379,55,No,Travel_Rarely,Life Sciences,3,3,Manager,4,Single,2,Yes,30,2,5,4,2
380,24,No,Travel_Rarely,Marketing,4,3,Sales Executive,3,Divorced,1,Yes,5,2,5,2,3
381,30,No,Travel_Rarely,Technical Degree,3,3,Sales Representative,2,Married,1,No,1,3,1,0,0
382,26,Yes,Travel_Frequently,Technical Degree,3,3,Research Scientist,1,Single,0,No,7,2,6,4,4
383,22,No,Travel_Rarely,Medical,1,3,Research Scientist,2,Married,1,No,2,1,2,1,2
384,36,No,Travel_Rarely,Medical,2,2,Sales Executive,3,Married,1,No,10,2,10,9,0
385,30,Yes,Travel_Frequently,Technical Degree,3,3,Research Scientist,4,Single,9,Yes,3,4,1,0,0
386,37,No,Travel_Rarely,Life Sciences,4,3,Laboratory Technician,1,Divorced,1,No,18,2,18,7,17
387,40,No,Travel_Rarely,Marketing,4,3,Sales Executive,2,Divorced,7,No,8,5,5,4,3
388,42,No,Travel_Rarely,Life Sciences,2,3,Laboratory Technician,1,Divorced,3,No,8,5,5,2,2
389,37,No,Travel_Rarely,Life Sciences,3,3,Manufacturing Director,2,Single,2,Yes,18,2,1,0,1
390,43,No,Travel_Rarely,Life Sciences,1,2,Research Director,2,Divorced,1,No,25,3,25,10,9
391,40,No,Travel_Rarely,Medical,2,2,Laboratory Technician,3,Married,6,No,20,3,1,0,0
392,54,No,Travel_Rarely,Medical,1,3,Research Director,1,Married,4,No,24,4,4,2,2
393,34,No,Non-Travel,Marketing,3,3,Sales Executive,3,Married,9,No,6,3,3,2,2
394,31,No,Travel_Rarely,Medical,2,3,Manufacturing Director,1,Married,1,No,13,5,13,10,12
395,43,No,Travel_Frequently,Medical,4,3,Laboratory Technician,4,Married,7,No,8,1,3,2,2
396,43,No,Travel_Rarely,Other,3,3,Healthcare Representative,3,Divorced,4,Yes,8,3,5,2,2
397,25,No,Travel_Rarely,Life Sciences,2,2,Sales Executive,4,Single,1,Yes,5,3,5,4,3
398,37,No,Non-Travel,Medical,2,3,Research Scientist,3,Married,3,Yes,15,2,13,11,7
399,31,No,Travel_Rarely,Life Sciences,4,2,Laboratory Technician,1,Married,1,No,4,3,4,2,2
400,39,No,Travel_Frequently,Life Sciences,2,3,Manager,3,Divorced,1,Yes,21,3,21,8,6
401,56,No,Travel_Frequently,Life Sciences,3,4,Sales Executive,1,Married,9,No,36,0,7,7,7
402,30,No,Travel_Rarely,Technical Degree,2,3,Sales Executive,3,Single,0,No,6,6,5,4,4
403,41,No,Travel_Rarely,Marketing,2,4,Sales Executive,1,Married,1,No,10,2,10,7,7
404,28,No,Travel_Rarely,Medical,3,3,Laboratory Technician,1,Divorced,1,No,10,2,10,0,8
405,25,Yes,Travel_Rarely,Medical,1,3,Laboratory Technician,1,Married,5,No,6,5,2,2,2
406,52,No,Travel_Rarely,Medical,4,2,Manufacturing Director,3,Married,2,Yes,28,4,5,4,4
407,45,No,Travel_Rarely,Life Sciences,1,3,Research Scientist,4,Married,3,No,8,3,2,2,2
408,52,No,Travel_Rarely,Life Sciences,4,3,Manager,4,Married,2,No,31,2,5,2,4
409,42,No,Travel_Frequently,Life Sciences,1,3,Research Scientist,3,Divorced,2,No,19,3,5,4,2
410,30,No,Travel_Rarely,Life Sciences,3,1,Manufacturing Director,4,Single,2,No,11,2,5,4,2
411,60,No,Travel_Rarely,Life Sciences,1,3,Manager,1,Married,5,No,33,5,29,8,10
412,46,No,Travel_Rarely,Medical,3,3,Manufacturing Director,3,Divorced,2,No,19,5,10,7,8
413,42,No,Travel_Frequently,Technical Degree,4,2,Healthcare Representative,4,Married,0,No,7,4,6,5,4
414,24,Yes,Travel_Rarely,Technical Degree,1,3,Sales Representative,2,Single,1,Yes,6,4,5,3,4
415,34,Yes,Travel_Frequently,Marketing,4,1,Sales Representative,3,Divorced,0,No,3,3,2,2,0
416,38,No,Travel_Frequently,Life Sciences,4,3,Laboratory Technician,4,Married,1,Yes,1,3,1,0,0
417,40,No,Travel_Rarely,Life Sciences,3,3,Manager,3,Married,0,No,21,2,20,15,12
418,26,No,Travel_Rarely,Life Sciences,1,3,Research Scientist,4,Divorced,1,No,3,3,3,2,2
419,30,No,Non-Travel,Life Sciences,3,3,Laboratory Technician,4,Married,4,No,9,3,5,3,4
420,29,No,Travel_Rarely,Medical,2,2,Research Director,3,Married,1,No,10,2,10,2,7
421,29,Yes,Travel_Rarely,Technical Degree,3,2,Research Scientist,2,Married,5,No,6,2,2,2,1
422,19,Yes,Travel_Rarely,Technical Degree,1,2,Human Resources,4,Single,1,No,1,3,1,0,0
423,30,No,Non-Travel,Other,3,3,Sales Executive,1,Married,0,No,10,3,9,8,8
424,57,No,Travel_Rarely,Marketing,1,2,Manager,4,Divorced,3,No,32,3,1,0,0
425,50,No,Travel_Rarely,Life Sciences,2,2,Manager,3,Married,0,No,28,2,27,10,7
426,30,No,Non-Travel,Medical,3,3,Laboratory Technician,4,Single,0,No,12,2,11,7,7
427,60,No,Travel_Frequently,Marketing,3,2,Sales Executive,1,Married,4,No,22,5,18,13,11
428,47,No,Travel_Rarely,Medical,1,3,Manufacturing Director,4,Divorced,5,No,20,2,5,0,4
429,46,No,Travel_Rarely,Life Sciences,1,3,Research Director,3,Married,6,No,26,2,3,2,1
430,35,No,Travel_Rarely,Life Sciences,4,1,Laboratory Technician,3,Single,0,No,6,2,5,4,3
431,54,No,Travel_Rarely,Life Sciences,3,3,Laboratory Technician,3,Single,7,No,19,3,1,0,0
432,34,No,Travel_Rarely,Life Sciences,4,2,Research Scientist,3,Divorced,3,No,14,3,7,3,7
433,46,No,Travel_Rarely,Marketing,3,2,Sales Executive,4,Married,2,Yes,15,3,3,2,2
434,31,No,Travel_Rarely,Life Sciences,3,3,Manufacturing Director,2,Divorced,1,No,13,6,13,8,8
435,33,Yes,Travel_Rarely,Medical,2,3,Manager,3,Married,7,Yes,15,2,7,6,7
436,33,Yes,Travel_Rarely,Medical,1,1,Laboratory Technician,4,Divorced,7,No,8,2,4,3,3
437,30,No,Travel_Rarely,Marketing,4,3,Sales Representative,2,Single,0,No,4,3,3,2,2
438,35,No,Travel_Rarely,Life Sciences,4,3,Healthcare Representative,3,Married,4,Yes,10,2,8,7,0
439,31,Yes,Travel_Frequently,Life Sciences,1,3,Healthcare Representative,3,Married,3,No,12,2,1,0,0
440,34,Yes,Travel_Frequently,Human Resources,2,3,Human Resources,1,Divorced,9,Yes,11,2,3,2,2
441,42,No,Travel_Frequently,Other,2,3,Laboratory Technician,3,Married,4,No,8,4,2,2,0
442,36,No,Non-Travel,Medical,2,3,Sales Executive,4,Single,1,No,10,3,10,3,7
443,22,Yes,Travel_Frequently,Technical Degree,3,2,Laboratory Technician,3,Single,5,No,4,3,2,2,2
444,48,No,Travel_Rarely,Marketing,2,3,Sales Executive,4,Married,2,No,14,2,9,7,7
445,55,No,Travel_Rarely,Life Sciences,1,3,Manager,2,Single,3,No,37,2,10,9,7
446,41,No,Non-Travel,Life Sciences,4,3,Sales Executive,4,Single,7,No,16,3,14,3,10
447,35,No,Travel_Rarely,Marketing,2,3,Sales Executive,3,Married,9,No,15,2,11,9,9
448,40,No,Travel_Rarely,Life Sciences,2,3,Manufacturing Director,3,Single,7,No,22,3,20,6,13
449,39,No,Travel_Frequently,Life Sciences,3,3,Laboratory Technician,3,Married,1,No,8,3,8,3,7
450,31,No,Travel_Rarely,Life Sciences,2,3,Sales Executive,4,Single,4,Yes,10,2,6,5,5
451,42,No,Travel_Rarely,Medical,4,3,Manufacturing Director,1,Married,1,Yes,10,5,10,9,8
452,45,No,Travel_Rarely,Other,4,3,Sales Executive,2,Married,0,No,9,3,8,7,7
453,26,Yes,Travel_Frequently,Life Sciences,2,3,Human Resources,3,Divorced,0,Yes,8,2,7,7,0
454,29,No,Travel_Rarely,Technical Degree,4,3,Manufacturing Director,4,Divorced,4,No,8,2,3,2,2
455,33,No,Travel_Rarely,Medical,1,4,Research Director,3,Divorced,4,No,10,2,6,1,5
456,31,No,Travel_Rarely,Life Sciences,3,2,Manager,4,Divorced,9,No,10,3,5,4,1
457,18,Yes,Travel_Frequently,Marketing,2,3,Sales Representative,2,Single,1,Yes,0,3,0,0,0
458,40,No,Non-Travel,Other,3,1,Sales Executive,1,Divorced,3,No,20,2,1,0,1
459,41,No,Non-Travel,Other,1,2,Healthcare Representative,3,Single,2,Yes,10,3,8,7,7
460,26,No,Travel_Rarely,Medical,1,3,Sales Executive,3,Divorced,5,No,8,5,0,0,0
461,35,No,Travel_Rarely,Medical,1,3,Sales Executive,3,Single,1,No,5,3,5,4,3
462,34,No,Travel_Rarely,Life Sciences,4,4,Sales Executive,4,Single,1,No,10,3,10,7,7
463,26,Yes,Travel_Rarely,Technical Degree,3,1,Laboratory Technician,4,Single,1,Yes,1,3,1,0,0
464,37,No,Travel_Rarely,Technical Degree,2,3,Manufacturing Director,4,Single,4,No,12,3,6,5,2
465,46,No,Travel_Frequently,Medical,1,3,Healthcare Representative,3,Married,5,No,28,3,2,2,2
466,41,No,Travel_Rarely,Life Sciences,2,3,Manager,1,Married,7,No,22,2,18,16,8
467,37,No,Non-Travel,Medical,1,3,Sales Executive,2,Divorced,1,No,9,6,9,5,7
468,52,No,Travel_Rarely,Technical Degree,4,3,Research Scientist,1,Divorced,3,Yes,18,3,10,9,9
469,32,Yes,Non-Travel,Other,4,4,Sales Executive,3,Married,8,No,6,2,4,2,2
470,24,No,Travel_Frequently,Medical,4,3,Sales Representative,4,Married,0,No,3,3,2,2,1
471,38,No,Travel_Rarely,Medical,3,3,Healthcare Representative,3,Married,3,No,18,4,1,0,0
472,37,No,Travel_Rarely,Life Sciences,2,3,Manufacturing Director,2,Married,6,No,8,2,6,5,3
473,49,No,Travel_Rarely,Life Sciences,4,2,Research Director,3,Divorced,1,Yes,31,5,31,9,9
474,24,No,Travel_Rarely,Medical,2,4,Research Scientist,4,Married,1,Yes,6,3,6,5,4
475,26,No,Travel_Rarely,Marketing,1,3,Sales Executive,2,Married,1,No,6,5,5,3,4
476,24,No,Travel_Rarely,Other,4,2,Laboratory Technician,2,Married,1,No,1,2,1,0,0
477,50,No,Travel_Frequently,Medical,1,3,Manager,2,Married,1,No,32,2,32,5,7
478,25,No,Travel_Rarely,Medical,2,3,Sales Representative,3,Married,1,No,7,1,7,4,6
479,24,Yes,Travel_Frequently,Life Sciences,1,3,Laboratory Technician,3,Married,1,Yes,6,4,6,3,2
480,30,Yes,Travel_Frequently,Life Sciences,2,2,Sales Representative,1,Married,1,No,1,2,1,0,0
481,34,No,Travel_Rarely,Life Sciences,2,2,Research Scientist,4,Married,1,Yes,6,3,6,5,3
482,31,Yes,Travel_Rarely,Medical,2,3,Sales Executive,1,Divorced,2,No,9,2,3,1,2
483,35,No,Travel_Rarely,Other,1,2,Laboratory Technician,4,Single,4,No,9,3,3,2,2
484,31,No,Travel_Rarely,Medical,1,4,Sales Executive,4,Divorced,4,No,13,4,7,7,7
485,27,No,Travel_Rarely,Medical,1,2,Research Scientist,3,Divorced,0,No,6,5,5,3,3
486,37,No,Travel_Rarely,Marketing,4,3,Sales Executive,3,Married,4,Yes,17,3,3,0,0
487,20,No,Travel_Rarely,Life Sciences,4,2,Research Scientist,2,Single,1,No,1,0,1,0,0
488,42,No,Travel_Rarely,Life Sciences,3,3,Healthcare Representative,4,Married,1,No,10,4,10,2,2
489,43,No,Travel_Rarely,Other,2,2,Research Director,4,Divorced,4,Yes,21,3,1,0,0
490,38,No,Travel_Rarely,Life Sciences,3,3,Research Scientist,1,Single,3,No,8,3,0,0,0
491,43,No,Travel_Frequently,Medical,4,3,Laboratory Technician,3,Divorced,3,Yes,10,3,8,7,7
492,48,No,Travel_Rarely,Life Sciences,4,2,Manager,1,Married,7,No,21,3,3,2,2
493,44,No,Travel_Rarely,Life Sciences,1,2,Human Resources,3,Single,4,No,10,1,2,2,2
494,34,No,Travel_Rarely,Technical Degree,3,3,Sales Representative,3,Divorced,1,Yes,8,3,8,2,6
495,27,Yes,Travel_Rarely,Marketing,3,3,Sales Representative,1,Divorced,0,No,5,3,4,3,2
496,21,No,Travel_Rarely,Technical Degree,3,3,Sales Representative,3,Single,1,No,3,2,3,2,2
497,44,No,Travel_Rarely,Other,4,3,Manager,4,Married,4,Yes,26,2,2,2,1
498,22,No,Travel_Rarely,Medical,1,3,Research Scientist,3,Married,0,No,3,3,2,2,2
499,33,No,Travel_Rarely,Marketing,3,3,Sales Executive,3,Divorced,0,No,6,3,5,0,2
500,32,No,Travel_Rarely,Life Sciences,1,3,Research Scientist,4,Married,1,Yes,6,2,6,4,5
501,30,No,Travel_Frequently,Medical,3,3,Research Scientist,3,Divorced,1,No,1,2,1,0,0
502,53,No,Travel_Rarely,Medical,4,3,Sales Executive,1,Single,7,No,18,2,14,7,10
503,34,No,Travel_Rarely,Life Sciences,2,3,Research Scientist,4,Married,1,No,10,4,10,9,8
504,45,Yes,Travel_Frequently,Life Sciences,1,3,Sales Executive,1,Married,2,No,5,4,1,1,0
505,26,No,Travel_Rarely,Life Sciences,3,3,Laboratory Technician,4,Married,1,Yes,3,2,3,2,2
506,37,No,Travel_Rarely,Other,3,3,Manufacturing Director,3,Married,1,No,10,2,10,7,8
507,29,No,Travel_Rarely,Medical,2,3,Sales Executive,3,Married,1,No,6,5,6,0,2
508,35,No,Travel_Rarely,Life Sciences,2,1,Research Scientist,4,Single,1,No,17,3,17,11,8
509,33,No,Travel_Frequently,Life Sciences,3,3,Healthcare Representative,4,Divorced,3,No,15,2,13,11,7
510,54,No,Travel_Rarely,Medical,3,3,Human Resources,2,Married,2,No,16,1,9,7,1
511,36,No,Travel_Rarely,Medical,2,2,Manufacturing Director,2,Divorced,2,Yes,13,2,3,2,2
512,27,No,Travel_Rarely,Medical,1,2,Research Scientist,4,Single,0,No,5,0,4,2,1
513,20,Yes,Travel_Rarely,Medical,4,3,Research Scientist,3,Single,1,Yes,1,5,1,0,1
514,33,Yes,Travel_Frequently,Life Sciences,1,3,Research Scientist,1,Single,1,Yes,10,3,10,8,7
515,35,No,Non-Travel,Life Sciences,3,2,Laboratory Technician,3,Married,1,No,1,3,1,0,0
516,23,No,Travel_Rarely,Medical,1,4,Research Scientist,1,Married,2,No,5,3,3,2,2
517,25,No,Travel_Rarely,Life Sciences,4,4,Sales Executive,2,Married,0,No,4,4,3,2,2
518,38,No,Travel_Rarely,Marketing,4,2,Sales Executive,4,Single,0,No,8,2,7,7,5
519,29,No,Travel_Frequently,Life Sciences,2,1,Research Scientist,4,Divorced,1,No,10,5,10,7,8
520,48,No,Travel_Rarely,Marketing,2,4,Sales Executive,2,Married,3,No,12,3,2,2,2
521,27,No,Travel_Frequently,Medical,4,4,Sales Executive,4,Divorced,1,Yes,6,3,6,5,4
522,37,No,Travel_Rarely,Life Sciences,4,4,Research Scientist,4,Single,3,No,4,2,1,0,0
523,50,No,Travel_Rarely,Medical,4,4,Laboratory Technician,3,Married,1,Yes,20,3,20,8,8
524,34,No,Travel_Rarely,Medical,4,2,Healthcare Representative,2,Single,1,No,9,3,8,7,7
525,24,Yes,Travel_Rarely,Life Sciences,1,3,Sales Executive,3,Single,9,No,4,3,2,2,0
526,39,No,Travel_Rarely,Technical Degree,4,2,Healthcare Representative,3,Single,1,No,20,4,20,7,10
527,32,No,Travel_Rarely,Marketing,4,3,Sales Executive,4,Single,1,No,10,2,10,7,8
528,50,Yes,Travel_Frequently,Technical Degree,2,3,Sales Executive,3,Married,3,Yes,18,4,4,3,3
